YearWeek,predicted_weekly_sale
201244,39886.06000000002
201244,42112.67000000003
201244,8548.870000000003
201244,37656.57999999998
201244,23903.81
201244,2626.500000000001
201244,24182.96
201244,40236.230000000025
201244,45445.25000000002
201244,26285.269999999982
201244,27469.93000000001
201244,10830.480000000005
201244,37857.87999999999
201244,14863.820000000005
201244,5913.029999999998
201244,7640.674996072003
201244,11012.739999999993
201244,1381.0099999999995
201244,2680.53
201244,8194.629999999992
201244,7089.519999999999
201244,21318.680000000015
201244,6053.489999999997
201244,10721.089999999997
201244,7204.209999999996
201244,1151.0899999999995
201244,674.0799999999998
201244,3465.179999999998
201244,2830.48
201244,1413.5099999999995
201244,7761.500000000006
201244,5622.58
201244,10172.390000000003
201244,1555.9300000000003
201244,1560.9499999999998
201244,2004.0199999999993
201244,54364.239999999954
201244,60596.73999999995
201244,935.9999999999995
201244,6786.969999999995
201244,5859.120000000003
201244,19041.06999999998
201244,1100.9999999999998
201244,11093.339999999993
201244,2530.51
201244,21880.809999999987
201244,1420.9599999999998
201244,4359.0
201244,571.3399999999999
201244,809.9999999999998
201244,7319.250000000003
201244,1934.3900000000006
201244,35282.729999999996
201244,7986.959999999996
201244,31186.000000000004
201244,21718.71
201244,33639.62999999998
201244,20292.960000000006
201244,5683.259999999999
201244,3298.839999999999
201244,46663.619999999995
201244,96280.55000000002
201244,69193.15999999996
201244,153676.5300000001
201244,78859.02999999998
201244,62553.949999999946
201244,110870.94000000002
201244,37113.20999999998
201244,39862.65999999999
201244,11517.65999999999
201244,19.999999999999996
201245,19549.389999999996
201245,43997.77999999997
201245,9852.590000000006
201245,37656.57999999998
201245,23698.89000000001
201245,2987.0699999999993
201245,21953.159999999996
201245,40098.84
201245,37670.12999999998
201245,31705.090000000004
201245,21412.74000000001
201245,8983.819999999992
201245,40940.78000000001
201245,14863.820000000005
201245,6560.939999999994
201245,7316.529999999998
201245,10170.410000000007
201245,1381.0099999999995
201245,2680.53
201245,8194.629999999992
201245,7206.640000000005
201245,21318.680000000015
201245,6053.489999999997
201245,8130.080000000004
201245,6969.740000000006
201245,776.9999999999999
201245,579.7499999999998
201245,3465.179999999998
201245,2155.2200000000007
201245,1413.5099999999995
201245,7124.839999999996
201245,5622.58
201245,9773.470000000003
201245,2228.9400000000005
201245,1584.0999999999997
201245,2004.0199999999993
201245,54364.239999999954
201245,56500.660000000025
201245,935.9999999999995
201245,6786.969999999995
201245,5859.120000000003
201245,17207.34999999999
201245,1100.9999999999998
201245,11093.339999999993
201245,2115.3499999999995
201245,21880.809999999987
201245,882.6899999999999
201245,4354.999999999997
201245,797.3499999999997
201245,1038.4000000000005
201245,7319.250000000003
201245,1934.3900000000006
201245,35282.729999999996
201245,7986.959999999996
201245,31898.629999999994
201245,17687.19
201245,33639.62999999998
201245,20764.050000000017
201245,5683.259999999999
201245,2707.1599999999994
201245,61791.29000000005
201245,96280.55000000002
201245,69193.15999999996
201245,138638.98000000004
201245,78859.02999999998
201245,62553.949999999946
201245,118406.26999999995
201245,37359.49000000001
201245,40785.39000000003
201245,11737.350000000004
201245,19.999999999999996
201246,19552.839999999997
201246,49771.91999999999
201246,9852.590000000006
201246,36826.52
201246,23903.81
201246,3843.2900000000013
201246,25942.349999999988
201246,41917.55999999996
201246,41235.34
201246,36666.28999999997
201246,36266.24999999999
201246,7784.820000000002
201246,37857.87999999999
201246,15252.069999999996
201246,4613.919999999997
201246,8149.440000000006
201246,13215.88999999999
201246,1381.0099999999995
201246,2680.53
201246,8194.629999999992
201246,7089.519999999999
201246,19124.09999999999
201246,4446.160000000001
201246,10721.089999999997
201246,6969.740000000006
201246,1101.8399999999997
201246,674.0799999999998
201246,3465.179999999998
201246,2155.2200000000007
201246,1413.5099999999995
201246,7124.839999999996
201246,4303.629999999998
201246,10172.390000000003
201246,2228.9400000000005
201246,1584.0999999999997
201246,2004.0199999999993
201246,54364.239999999954
201246,58511.53000000002
201246,4164.379999999999
201246,6786.969999999995
201246,5626.1600000000035
201246,19731.83999999999
201246,1100.9999999999998
201246,11093.339999999993
201246,2115.3499999999995
201246,89.84000000000005
201246,15807.449999999997
201246,1572.62
201246,4354.999999999997
201246,797.3499999999997
201246,949.8000000000003
201246,7319.250000000003
201246,1934.3900000000006
201246,35282.729999999996
201246,7986.959999999996
201246,45342.20999999999
201246,20833.839999999993
201246,32117.049999999985
201246,22840.11999999998
201246,7320.479999999997
201246,2869.610000000001
201246,45670.34000000002
201246,96280.55000000002
201246,69193.15999999996
201246,153676.5300000001
201246,75292.57000000007
201246,64979.66000000003
201246,125039.73998911334
201246,37359.49000000001
201246,38802.34000000002
201246,11737.350000000004
201247,12495.329999999993
201247,45817.06999999998
201247,9189.200000000003
201247,46564.14000000002
201247,61005.05840274226
201247,20163.690000000013
201247,116162.21999999996
201247,41062.57999999998
201247,45445.25000000002
201247,26285.269999999982
201247,31670.37999999998
201247,7816.439999999995
201247,37857.87999999999
201247,35552.61
201247,9528.259999999993
201247,10916.730000000005
201247,26406.309999999983
201247,1749.0399999999995
201247,2680.53
201247,9093.190000000002
201247,20555.069999999985
201247,31848.990000000016
201247,14529.150000000003
201247,10721.089999999997
201247,8657.650000000007
201247,1151.0899999999995
201247,579.7499999999998
201247,3465.179999999998
201247,2829.740000000001
201247,1413.5099999999995
201247,8978.159999999996
201247,10793.970000000005
201247,14744.089999999993
201247,1555.9300000000003
201247,1245.0600000000002
201247,2566.4199999999996
201247,55653.97000000004
201247,58511.53000000002
201247,4164.379999999999
201247,6786.969999999995
201247,7463.459999999998
201247,19731.83999999999
201247,3305.9999999999995
201247,8981.480000000005
201247,2530.51
201247,9.76
201247,37174.41
201247,863.2800000000003
201247,5295.000000000001
201247,1044.22
201247,792.0000000000001
201247,7319.250000000003
201247,5751.479999999999
201247,174138.20999999996
201247,19282.0
201247,34139.97999999999
201247,22615.850000000006
201247,36081.520000000026
201247,19445.790000000005
201247,7320.479999999997
201247,2945.08
201247,49707.559999999976
201247,107508.68000000007
201247,55472.45999999999
201247,134206.27999999997
201247,84659.27000000005
201247,63583.95000000001
201247,110870.94000000002
201247,36851.92000000001
201247,39844.82000000001
201247,19452.259999999987
201247,79.99999999999997
201248,19552.839999999997
201248,51137.420000000006
201248,9852.590000000006
201248,47785.93000000003
201248,23903.81
201248,3496.69
201248,24128.340000000015
201248,41062.57999999998
201248,28932.569999999992
201248,26285.269999999982
201248,36266.24999999999
201248,8311.170000000002
201248,37857.87999999999
201248,13837.159999999994
201248,4613.919999999997
201248,8149.440000000006
201248,13215.88999999999
201248,1749.0399999999995
201248,2680.53
201248,8013.360000000004
201248,7089.519999999999
201248,31848.990000000016
201248,17986.730000000014
201248,10721.089999999997
201248,6252.560000000001
201248,1101.8399999999997
201248,674.0799999999998
201248,3465.179999999998
201248,2155.2200000000007
201248,1413.5099999999995
201248,5238.490000000001
201248,6722.669999999996
201248,10172.390000000003
201248,2228.9400000000005
201248,1584.0999999999997
201248,2566.4199999999996
201248,72539.1
201248,58511.53000000002
201248,4164.379999999999
201248,6786.969999999995
201248,5626.1600000000035
201248,5.97
201248,19731.83999999999
201248,680.9999999999998
201248,9186.330000000002
201248,2530.51
201248,89.84000000000005
201248,32467.630000000005
201248,2188.439999999999
201248,5295.000000000001
201248,1475.5900000000001
201248,844.8000000000001
201248,7319.250000000003
201248,1934.3900000000006
201248,35282.729999999996
201248,7986.959999999996
201248,34139.97999999999
201248,22615.850000000006
201248,36081.520000000026
201248,19445.790000000005
201248,7320.479999999997
201248,2799.3699999999985
201248,49707.559999999976
201248,81580.57999999996
201248,55472.45999999999
201248,134206.27999999997
201248,84659.27000000005
201248,62887.849999999955
201248,125039.73998911334
201248,37113.20999999998
201248,39844.82000000001
201248,12080.850000000004
201248,70.00000000000003
201249,21614.52999999999
201249,51137.420000000006
201249,13667.879999999994
201249,38266.469999999994
201249,24990.390000000007
201249,10022.400000000001
201249,111785.36000000006
201249,41917.55999999996
201249,28932.569999999992
201249,26285.269999999982
201249,36266.24999999999
201249,8983.819999999992
201249,37857.87999999999
201249,28845.680000000008
201249,9518.429999999991
201249,8149.440000000006
201249,31940.81999999999
201249,1381.0099999999995
201249,2680.53
201249,10855.439999999995
201249,10671.889999999992
201249,17191.96
201249,4818.810000000004
201249,8130.080000000004
201249,4163.38
201249,4225.600000000002
201249,548.2599999999999
201249,5466.909999999995
201249,2155.2200000000007
201249,3432.0800000000004
201249,7939.3200000000015
201249,7049.779999999996
201249,9773.470000000003
201249,2228.9400000000005
201249,1878.4400000000007
201249,2566.4199999999996
201249,86538.8
201249,67450.08000000003
201249,4164.379999999999
201249,6786.969999999995
201249,9212.120000000006
201249,10.470000000000002
201249,33643.26000000002
201249,928.0000000000001
201249,10631.160000000007
201249,2530.51
201249,55.000000000000014
201249,48876.90999999998
201249,405.8399999999999
201249,5295.000000000001
201249,7217.790000000001
201249,1029.6000000000004
201249,13383.600000000006
201249,1934.3900000000006
201249,79361.47999999997
201249,7986.959999999996
201249,29294.28999999998
201249,22615.850000000006
201249,36081.520000000026
201249,30132.39999999999
201249,7320.479999999997
201249,3702.5199999999995
201249,56771.76999999996
201249,95576.45000000006
201249,69193.15999999996
201249,153676.5300000001
201249,86203.08999999998
201249,62887.849999999955
201249,119121.35000000005
201249,37113.20999999998
201249,41377.069999999985
201249,13567.250000000011
201249,19.999999999999996
201250,21614.52999999999
201250,50501.299999999996
201250,11668.87
201250,38266.469999999994
201250,24990.390000000007
201250,4554.039999999996
201250,40401.09999999999
201250,41062.57999999998
201250,45445.25000000002
201250,26285.269999999982
201250,31670.37999999998
201250,7984.579999999994
201250,37857.87999999999
201250,25846.860000000022
201250,6233.779999999997
201250,9773.999999999996
201250,31940.81999999999
201250,1749.0399999999995
201250,2680.53
201250,10855.439999999995
201250,13487.980000000009
201250,17191.96
201250,4446.160000000001
201250,10721.089999999997
201250,7490.620000000002
201250,5131.929999999998
201250,674.0799999999998
201250,5466.909999999995
201250,2829.740000000001
201250,3432.0800000000004
201250,13228.10999999999
201250,7049.779999999996
201250,10172.390000000003
201250,1555.9300000000003
201250,1245.0600000000002
201250,2566.4199999999996
201250,67590.65000000002
201250,62733.73999999995
201250,4164.379999999999
201250,6786.969999999995
